# file...... C:/Users/Surya/OneDrive/Desktop/qkd-grid-anomaly/data/raw_normal.csv
# date...... Sat May 10 11:54:10 2025
# user...... Surya
# host...... (null)
# target.... meter 51
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,voltage_C
2000-01-01 00:00:39 EST,-1140.87+2161.1j
2000-01-01 00:00:40 EST,-1140.87+2161.1j
2000-01-01 00:00:41 EST,-1140.87+2161.1j
2000-01-01 00:00:42 EST,-1140.87+2161.1j
2000-01-01 00:00:43 EST,-1140.87+2161.1j
2000-01-01 00:00:44 EST,-1140.87+2161.1j
2000-01-01 00:00:45 EST,-1140.87+2161.1j
2000-01-01 00:00:46 EST,-1140.87+2161.1j
2000-01-01 00:00:47 EST,-1140.87+2161.1j
2000-01-01 00:00:48 EST,-1140.87+2161.1j
2000-01-01 00:00:49 EST,-1140.87+2161.1j
2000-01-01 00:00:50 EST,-1140.87+2161.1j
2000-01-01 00:00:51 EST,-1140.87+2161.1j
2000-01-01 00:00:52 EST,-1140.87+2161.1j
2000-01-01 00:00:53 EST,-1140.87+2161.1j
2000-01-01 00:00:54 EST,-1140.87+2161.1j
2000-01-01 00:00:55 EST,-1140.87+2161.1j
2000-01-01 00:00:56 EST,-1140.87+2161.1j
2000-01-01 00:00:57 EST,-1140.87+2161.1j
2000-01-01 00:00:58 EST,-1140.87+2161.1j
2000-01-01 00:00:59 EST,-1140.87+2161.1j
2000-01-01 00:01:00 EST,-1140.87+2161.1j
2000-01-01 00:01:01 EST,-1140.87+2161.1j
2000-01-01 00:01:02 EST,-1140.87+2161.1j
2000-01-01 00:01:03 EST,-1140.87+2161.1j
2000-01-01 00:01:04 EST,-1140.87+2161.1j
2000-01-01 00:01:05 EST,-1140.87+2161.1j
2000-01-01 00:01:06 EST,-1140.87+2161.1j
2000-01-01 00:01:07 EST,-1140.87+2161.1j
2000-01-01 00:01:08 EST,-1140.87+2161.1j
2000-01-01 00:01:09 EST,-1140.87+2161.1j
2000-01-01 00:01:10 EST,-1140.87+2161.1j
2000-01-01 00:01:11 EST,-1140.87+2161.1j
2000-01-01 00:01:12 EST,-1140.87+2161.1j
2000-01-01 00:01:13 EST,-1140.87+2161.1j
2000-01-01 00:01:14 EST,-1140.87+2161.1j
2000-01-01 00:01:15 EST,-1140.87+2161.1j
2000-01-01 00:01:16 EST,-1140.87+2161.1j
2000-01-01 00:01:17 EST,-1140.87+2161.1j
2000-01-01 00:01:18 EST,-1140.87+2161.1j
2000-01-01 00:01:19 EST,-1140.87+2161.1j
2000-01-01 00:01:20 EST,-1140.87+2161.1j
2000-01-01 00:01:21 EST,-1140.87+2161.1j
2000-01-01 00:01:22 EST,-1140.87+2161.1j
2000-01-01 00:01:23 EST,-1140.87+2161.1j
2000-01-01 00:01:24 EST,-1140.87+2161.1j
2000-01-01 00:01:25 EST,-1140.87+2161.1j
2000-01-01 00:01:26 EST,-1140.87+2161.1j
2000-01-01 00:01:27 EST,-1140.87+2161.1j
2000-01-01 00:01:28 EST,-1140.87+2161.1j
2000-01-01 00:01:29 EST,-1140.87+2161.1j
2000-01-01 00:01:30 EST,-1140.87+2161.1j
2000-01-01 00:01:31 EST,-1140.87+2161.1j
2000-01-01 00:01:32 EST,-1140.87+2161.1j
2000-01-01 00:01:33 EST,-1140.87+2161.1j
2000-01-01 00:01:34 EST,-1140.87+2161.1j
2000-01-01 00:01:35 EST,-1140.87+2161.1j
2000-01-01 00:01:36 EST,-1140.87+2161.1j
2000-01-01 00:01:37 EST,-1140.87+2161.1j
2000-01-01 00:01:38 EST,-1140.87+2161.1j
2000-01-01 00:01:39 EST,-1140.87+2161.1j
2000-01-01 00:01:40 EST,-1140.87+2161.1j
2000-01-01 00:01:41 EST,-1140.87+2161.1j
2000-01-01 00:01:42 EST,-1140.87+2161.1j
2000-01-01 00:01:43 EST,-1140.87+2161.1j
2000-01-01 00:01:44 EST,-1140.87+2161.1j
2000-01-01 00:01:45 EST,-1140.87+2161.1j
2000-01-01 00:01:46 EST,-1140.87+2161.1j
2000-01-01 00:01:47 EST,-1140.87+2161.1j
2000-01-01 00:01:48 EST,-1140.87+2161.1j
2000-01-01 00:01:49 EST,-1140.87+2161.1j
2000-01-01 00:01:50 EST,-1140.87+2161.1j
2000-01-01 00:01:51 EST,-1140.87+2161.1j
2000-01-01 00:01:52 EST,-1140.87+2161.1j
2000-01-01 00:01:53 EST,-1140.87+2161.1j
2000-01-01 00:01:54 EST,-1140.87+2161.1j
2000-01-01 00:01:55 EST,-1140.87+2161.1j
2000-01-01 00:01:56 EST,-1140.87+2161.1j
2000-01-01 00:01:57 EST,-1140.87+2161.1j
2000-01-01 00:01:58 EST,-1140.87+2161.1j
2000-01-01 00:01:59 EST,-1140.87+2161.1j
2000-01-01 00:02:00 EST,-1140.87+2161.1j
2000-01-01 00:02:01 EST,-1140.87+2161.1j
2000-01-01 00:02:02 EST,-1140.87+2161.1j
2000-01-01 00:02:03 EST,-1140.87+2161.1j
2000-01-01 00:02:04 EST,-1140.87+2161.1j
2000-01-01 00:02:05 EST,-1140.87+2161.1j
2000-01-01 00:02:06 EST,-1140.87+2161.1j
2000-01-01 00:02:07 EST,-1140.87+2161.1j
2000-01-01 00:02:08 EST,-1140.87+2161.1j
2000-01-01 00:02:09 EST,-1140.87+2161.1j
2000-01-01 00:02:10 EST,-1140.87+2161.1j
2000-01-01 00:02:11 EST,-1140.87+2161.1j
2000-01-01 00:02:12 EST,-1140.87+2161.1j
2000-01-01 00:02:13 EST,-1140.87+2161.1j
2000-01-01 00:02:14 EST,-1140.87+2161.1j
2000-01-01 00:02:15 EST,-1140.87+2161.1j
2000-01-01 00:02:16 EST,-1140.87+2161.1j
2000-01-01 00:02:17 EST,-1140.87+2161.1j
2000-01-01 00:02:18 EST,-1140.87+2161.1j
2000-01-01 00:02:19 EST,-1140.87+2161.1j
2000-01-01 00:02:20 EST,-1140.87+2161.1j
2000-01-01 00:02:21 EST,-1140.87+2161.1j
2000-01-01 00:02:22 EST,-1140.87+2161.1j
2000-01-01 00:02:23 EST,-1140.87+2161.1j
2000-01-01 00:02:24 EST,-1140.87+2161.1j
2000-01-01 00:02:25 EST,-1140.87+2161.1j
2000-01-01 00:02:26 EST,-1140.87+2161.1j
2000-01-01 00:02:27 EST,-1140.87+2161.1j
2000-01-01 00:02:28 EST,-1140.87+2161.1j
2000-01-01 00:02:29 EST,-1140.87+2161.1j
2000-01-01 00:02:30 EST,-1140.87+2161.1j
2000-01-01 00:02:31 EST,-1140.87+2161.1j
2000-01-01 00:02:32 EST,-1140.87+2161.1j
2000-01-01 00:02:33 EST,-1140.87+2161.1j
2000-01-01 00:02:34 EST,-1140.87+2161.1j
2000-01-01 00:02:35 EST,-1140.87+2161.1j
2000-01-01 00:02:36 EST,-1140.87+2161.1j
2000-01-01 00:02:37 EST,-1140.87+2161.1j
2000-01-01 00:02:38 EST,-1140.87+2161.1j
2000-01-01 00:02:39 EST,-1140.87+2161.1j
2000-01-01 00:02:40 EST,-1140.87+2161.1j
2000-01-01 00:02:41 EST,-1140.87+2161.1j
2000-01-01 00:02:42 EST,-1140.87+2161.1j
2000-01-01 00:02:43 EST,-1140.87+2161.1j
2000-01-01 00:02:44 EST,-1140.87+2161.1j
2000-01-01 00:02:45 EST,-1140.87+2161.1j
2000-01-01 00:02:46 EST,-1140.87+2161.1j
2000-01-01 00:02:47 EST,-1140.87+2161.1j
2000-01-01 00:02:48 EST,-1140.87+2161.1j
2000-01-01 00:02:49 EST,-1140.87+2161.1j
2000-01-01 00:02:50 EST,-1140.87+2161.1j
2000-01-01 00:02:51 EST,-1140.87+2161.1j
2000-01-01 00:02:52 EST,-1140.87+2161.1j
2000-01-01 00:02:53 EST,-1140.87+2161.1j
2000-01-01 00:02:54 EST,-1140.87+2161.1j
2000-01-01 00:02:55 EST,-1140.87+2161.1j
2000-01-01 00:02:56 EST,-1140.87+2161.1j
2000-01-01 00:02:57 EST,-1140.87+2161.1j
2000-01-01 00:02:58 EST,-1140.87+2161.1j
2000-01-01 00:02:59 EST,-1140.87+2161.1j
2000-01-01 00:03:00 EST,-1140.87+2161.1j
2000-01-01 00:03:01 EST,-1140.87+2161.1j
2000-01-01 00:03:02 EST,-1140.87+2161.1j
2000-01-01 00:03:03 EST,-1140.87+2161.1j
2000-01-01 00:03:04 EST,-1140.87+2161.1j
2000-01-01 00:03:05 EST,-1140.87+2161.1j
2000-01-01 00:03:06 EST,-1140.87+2161.1j
2000-01-01 00:03:07 EST,-1140.87+2161.1j
2000-01-01 00:03:08 EST,-1140.87+2161.1j
2000-01-01 00:03:09 EST,-1140.87+2161.1j
2000-01-01 00:03:10 EST,-1140.87+2161.1j
2000-01-01 00:03:11 EST,-1140.87+2161.1j
2000-01-01 00:03:12 EST,-1140.87+2161.1j
2000-01-01 00:03:13 EST,-1140.87+2161.1j
2000-01-01 00:03:14 EST,-1140.87+2161.1j
2000-01-01 00:03:15 EST,-1140.87+2161.1j
2000-01-01 00:03:16 EST,-1140.87+2161.1j
2000-01-01 00:03:17 EST,-1140.87+2161.1j
2000-01-01 00:03:18 EST,-1140.87+2161.1j
2000-01-01 00:03:19 EST,-1140.87+2161.1j
2000-01-01 00:03:20 EST,-1140.87+2161.1j
2000-01-01 00:03:21 EST,-1140.87+2161.1j
2000-01-01 00:03:22 EST,-1140.87+2161.1j
2000-01-01 00:03:23 EST,-1140.87+2161.1j
2000-01-01 00:03:24 EST,-1140.87+2161.1j
2000-01-01 00:03:25 EST,-1140.87+2161.1j
2000-01-01 00:03:26 EST,-1140.87+2161.1j
2000-01-01 00:03:27 EST,-1140.87+2161.1j
2000-01-01 00:03:28 EST,-1140.87+2161.1j
2000-01-01 00:03:29 EST,-1140.87+2161.1j
2000-01-01 00:03:30 EST,-1140.87+2161.1j
2000-01-01 00:03:31 EST,-1140.87+2161.1j
2000-01-01 00:03:32 EST,-1140.87+2161.1j
2000-01-01 00:03:33 EST,-1140.87+2161.1j
2000-01-01 00:03:34 EST,-1140.87+2161.1j
2000-01-01 00:03:35 EST,-1140.87+2161.1j
2000-01-01 00:03:36 EST,-1140.87+2161.1j
2000-01-01 00:03:37 EST,-1140.87+2161.1j
2000-01-01 00:03:38 EST,-1140.87+2161.1j
2000-01-01 00:03:39 EST,-1140.87+2161.1j
2000-01-01 00:03:40 EST,-1140.87+2161.1j
2000-01-01 00:03:41 EST,-1140.87+2161.1j
2000-01-01 00:03:42 EST,-1140.87+2161.1j
2000-01-01 00:03:43 EST,-1140.87+2161.1j
2000-01-01 00:03:44 EST,-1140.87+2161.1j
2000-01-01 00:03:45 EST,-1140.87+2161.1j
2000-01-01 00:03:46 EST,-1140.87+2161.1j
2000-01-01 00:03:47 EST,-1140.87+2161.1j
2000-01-01 00:03:48 EST,-1140.87+2161.1j
2000-01-01 00:03:49 EST,-1140.87+2161.1j
2000-01-01 00:03:50 EST,-1140.87+2161.1j
2000-01-01 00:03:51 EST,-1140.87+2161.1j
2000-01-01 00:03:52 EST,-1140.87+2161.1j
2000-01-01 00:03:53 EST,-1140.87+2161.1j
2000-01-01 00:03:54 EST,-1140.87+2161.1j
2000-01-01 00:03:55 EST,-1140.87+2161.1j
2000-01-01 00:03:56 EST,-1140.87+2161.1j
2000-01-01 00:03:57 EST,-1140.87+2161.1j
2000-01-01 00:03:58 EST,-1140.87+2161.1j
2000-01-01 00:03:59 EST,-1140.87+2161.1j
2000-01-01 00:04:00 EST,-1140.87+2161.1j
2000-01-01 00:04:01 EST,-1140.87+2161.1j
2000-01-01 00:04:02 EST,-1140.87+2161.1j
2000-01-01 00:04:03 EST,-1140.87+2161.1j
2000-01-01 00:04:04 EST,-1140.87+2161.1j
2000-01-01 00:04:05 EST,-1140.87+2161.1j
2000-01-01 00:04:06 EST,-1140.87+2161.1j
2000-01-01 00:04:07 EST,-1140.87+2161.1j
2000-01-01 00:04:08 EST,-1140.87+2161.1j
2000-01-01 00:04:09 EST,-1140.87+2161.1j
2000-01-01 00:04:10 EST,-1140.87+2161.1j
2000-01-01 00:04:11 EST,-1140.87+2161.1j
2000-01-01 00:04:12 EST,-1140.87+2161.1j
2000-01-01 00:04:13 EST,-1140.87+2161.1j
2000-01-01 00:04:14 EST,-1140.87+2161.1j
2000-01-01 00:04:15 EST,-1140.87+2161.1j
2000-01-01 00:04:16 EST,-1140.87+2161.1j
2000-01-01 00:04:17 EST,-1140.87+2161.1j
2000-01-01 00:04:18 EST,-1140.87+2161.1j
2000-01-01 00:04:19 EST,-1140.87+2161.1j
2000-01-01 00:04:20 EST,-1140.87+2161.1j
2000-01-01 00:04:21 EST,-1140.87+2161.1j
2000-01-01 00:04:22 EST,-1140.87+2161.1j
2000-01-01 00:04:23 EST,-1140.87+2161.1j
2000-01-01 00:04:24 EST,-1140.87+2161.1j
2000-01-01 00:04:25 EST,-1140.87+2161.1j
2000-01-01 00:04:26 EST,-1140.87+2161.1j
2000-01-01 00:04:27 EST,-1140.87+2161.1j
2000-01-01 00:04:28 EST,-1140.87+2161.1j
2000-01-01 00:04:29 EST,-1140.87+2161.1j
2000-01-01 00:04:30 EST,-1140.87+2161.1j
2000-01-01 00:04:31 EST,-1140.87+2161.1j
2000-01-01 00:04:32 EST,-1140.87+2161.1j
2000-01-01 00:04:33 EST,-1140.87+2161.1j
2000-01-01 00:04:34 EST,-1140.87+2161.1j
2000-01-01 00:04:35 EST,-1140.87+2161.1j
2000-01-01 00:04:36 EST,-1140.87+2161.1j
2000-01-01 00:04:37 EST,-1140.87+2161.1j
2000-01-01 00:04:38 EST,-1140.87+2161.1j
2000-01-01 00:04:39 EST,-1140.87+2161.1j
2000-01-01 00:04:40 EST,-1140.87+2161.1j
2000-01-01 00:04:41 EST,-1140.87+2161.1j
2000-01-01 00:04:42 EST,-1140.87+2161.1j
2000-01-01 00:04:43 EST,-1140.87+2161.1j
2000-01-01 00:04:44 EST,-1140.87+2161.1j
2000-01-01 00:04:45 EST,-1140.87+2161.1j
2000-01-01 00:04:46 EST,-1140.87+2161.1j
2000-01-01 00:04:47 EST,-1140.87+2161.1j
2000-01-01 00:04:48 EST,-1140.87+2161.1j
2000-01-01 00:04:49 EST,-1140.87+2161.1j
2000-01-01 00:04:50 EST,-1140.87+2161.1j
2000-01-01 00:04:51 EST,-1140.87+2161.1j
2000-01-01 00:04:52 EST,-1140.87+2161.1j
2000-01-01 00:04:53 EST,-1140.87+2161.1j
2000-01-01 00:04:54 EST,-1140.87+2161.1j
2000-01-01 00:04:55 EST,-1140.87+2161.1j
2000-01-01 00:04:56 EST,-1140.87+2161.1j
2000-01-01 00:04:57 EST,-1140.87+2161.1j
2000-01-01 00:04:58 EST,-1140.87+2161.1j
2000-01-01 00:04:59 EST,-1140.87+2161.1j
2000-01-01 00:05:00 EST,-1140.87+2161.1j
2000-01-01 00:05:01 EST,-1140.87+2161.1j
2000-01-01 00:05:02 EST,-1140.87+2161.1j
2000-01-01 00:05:03 EST,-1140.87+2161.1j
2000-01-01 00:05:04 EST,-1140.87+2161.1j
2000-01-01 00:05:05 EST,-1140.87+2161.1j
2000-01-01 00:05:06 EST,-1140.87+2161.1j
2000-01-01 00:05:07 EST,-1140.87+2161.1j
2000-01-01 00:05:08 EST,-1140.87+2161.1j
2000-01-01 00:05:09 EST,-1140.87+2161.1j
2000-01-01 00:05:10 EST,-1140.87+2161.1j
2000-01-01 00:05:11 EST,-1140.87+2161.1j
2000-01-01 00:05:12 EST,-1140.87+2161.1j
2000-01-01 00:05:13 EST,-1140.87+2161.1j
2000-01-01 00:05:14 EST,-1140.87+2161.1j
2000-01-01 00:05:15 EST,-1140.87+2161.1j
2000-01-01 00:05:16 EST,-1140.87+2161.1j
2000-01-01 00:05:17 EST,-1140.87+2161.1j
2000-01-01 00:05:18 EST,-1140.87+2161.1j
2000-01-01 00:05:19 EST,-1140.87+2161.1j
2000-01-01 00:05:20 EST,-1140.87+2161.1j
2000-01-01 00:05:21 EST,-1140.87+2161.1j
2000-01-01 00:05:22 EST,-1140.87+2161.1j
2000-01-01 00:05:23 EST,-1140.87+2161.1j
2000-01-01 00:05:24 EST,-1140.87+2161.1j
2000-01-01 00:05:25 EST,-1140.87+2161.1j
2000-01-01 00:05:26 EST,-1140.87+2161.1j
2000-01-01 00:05:27 EST,-1140.87+2161.1j
2000-01-01 00:05:28 EST,-1140.87+2161.1j
2000-01-01 00:05:29 EST,-1140.87+2161.1j
2000-01-01 00:05:30 EST,-1140.87+2161.1j
2000-01-01 00:05:31 EST,-1140.87+2161.1j
2000-01-01 00:05:32 EST,-1140.87+2161.1j
2000-01-01 00:05:33 EST,-1140.87+2161.1j
2000-01-01 00:05:34 EST,-1140.87+2161.1j
2000-01-01 00:05:35 EST,-1140.87+2161.1j
2000-01-01 00:05:36 EST,-1140.87+2161.1j
2000-01-01 00:05:37 EST,-1140.87+2161.1j
2000-01-01 00:05:38 EST,-1140.87+2161.1j
2000-01-01 00:05:39 EST,-1140.87+2161.1j
2000-01-01 00:05:40 EST,-1140.87+2161.1j
2000-01-01 00:05:41 EST,-1140.87+2161.1j
2000-01-01 00:05:42 EST,-1140.87+2161.1j
2000-01-01 00:05:43 EST,-1140.87+2161.1j
2000-01-01 00:05:44 EST,-1140.87+2161.1j
2000-01-01 00:05:45 EST,-1140.87+2161.1j
2000-01-01 00:05:46 EST,-1140.87+2161.1j
2000-01-01 00:05:47 EST,-1140.87+2161.1j
2000-01-01 00:05:48 EST,-1140.87+2161.1j
2000-01-01 00:05:49 EST,-1140.87+2161.1j
2000-01-01 00:05:50 EST,-1140.87+2161.1j
2000-01-01 00:05:51 EST,-1140.87+2161.1j
2000-01-01 00:05:52 EST,-1140.87+2161.1j
2000-01-01 00:05:53 EST,-1140.87+2161.1j
2000-01-01 00:05:54 EST,-1140.87+2161.1j
2000-01-01 00:05:55 EST,-1140.87+2161.1j
2000-01-01 00:05:56 EST,-1140.87+2161.1j
2000-01-01 00:05:57 EST,-1140.87+2161.1j
2000-01-01 00:05:58 EST,-1140.87+2161.1j
2000-01-01 00:05:59 EST,-1140.87+2161.1j
2000-01-01 00:06:00 EST,-1140.87+2161.1j
2000-01-01 00:06:01 EST,-1140.87+2161.1j
2000-01-01 00:06:02 EST,-1140.87+2161.1j
2000-01-01 00:06:03 EST,-1140.87+2161.1j
2000-01-01 00:06:04 EST,-1140.87+2161.1j
2000-01-01 00:06:05 EST,-1140.87+2161.1j
2000-01-01 00:06:06 EST,-1140.87+2161.1j
2000-01-01 00:06:07 EST,-1140.87+2161.1j
2000-01-01 00:06:08 EST,-1140.87+2161.1j
2000-01-01 00:06:09 EST,-1140.87+2161.1j
2000-01-01 00:06:10 EST,-1140.87+2161.1j
2000-01-01 00:06:11 EST,-1140.87+2161.1j
2000-01-01 00:06:12 EST,-1140.87+2161.1j
2000-01-01 00:06:13 EST,-1140.87+2161.1j
2000-01-01 00:06:14 EST,-1140.87+2161.1j
2000-01-01 00:06:15 EST,-1140.87+2161.1j
2000-01-01 00:06:16 EST,-1140.87+2161.1j
2000-01-01 00:06:17 EST,-1140.87+2161.1j
2000-01-01 00:06:18 EST,-1140.87+2161.1j
2000-01-01 00:06:19 EST,-1140.87+2161.1j
2000-01-01 00:06:20 EST,-1140.87+2161.1j
2000-01-01 00:06:21 EST,-1140.87+2161.1j
2000-01-01 00:06:22 EST,-1140.87+2161.1j
2000-01-01 00:06:23 EST,-1140.87+2161.1j
2000-01-01 00:06:24 EST,-1140.87+2161.1j
2000-01-01 00:06:25 EST,-1140.87+2161.1j
2000-01-01 00:06:26 EST,-1140.87+2161.1j
2000-01-01 00:06:27 EST,-1140.87+2161.1j
2000-01-01 00:06:28 EST,-1140.87+2161.1j
2000-01-01 00:06:29 EST,-1140.87+2161.1j
2000-01-01 00:06:30 EST,-1140.87+2161.1j
2000-01-01 00:06:31 EST,-1140.87+2161.1j
2000-01-01 00:06:32 EST,-1140.87+2161.1j
2000-01-01 00:06:33 EST,-1140.87+2161.1j
2000-01-01 00:06:34 EST,-1140.87+2161.1j
2000-01-01 00:06:35 EST,-1140.87+2161.1j
2000-01-01 00:06:36 EST,-1140.87+2161.1j
2000-01-01 00:06:37 EST,-1140.87+2161.1j
2000-01-01 00:06:38 EST,-1140.87+2161.1j
2000-01-01 00:06:39 EST,-1140.87+2161.1j
2000-01-01 00:06:40 EST,-1140.87+2161.1j
2000-01-01 00:06:41 EST,-1140.87+2161.1j
2000-01-01 00:06:42 EST,-1140.87+2161.1j
2000-01-01 00:06:43 EST,-1140.87+2161.1j
2000-01-01 00:06:44 EST,-1140.87+2161.1j
2000-01-01 00:06:45 EST,-1140.87+2161.1j
2000-01-01 00:06:46 EST,-1140.87+2161.1j
2000-01-01 00:06:47 EST,-1140.87+2161.1j
2000-01-01 00:06:48 EST,-1140.87+2161.1j
2000-01-01 00:06:49 EST,-1140.87+2161.1j
2000-01-01 00:06:50 EST,-1140.87+2161.1j
2000-01-01 00:06:51 EST,-1140.87+2161.1j
2000-01-01 00:06:52 EST,-1140.87+2161.1j
2000-01-01 00:06:53 EST,-1140.87+2161.1j
2000-01-01 00:06:54 EST,-1140.87+2161.1j
2000-01-01 00:06:55 EST,-1140.87+2161.1j
2000-01-01 00:06:56 EST,-1140.87+2161.1j
2000-01-01 00:06:57 EST,-1140.87+2161.1j
2000-01-01 00:06:58 EST,-1140.87+2161.1j
2000-01-01 00:06:59 EST,-1140.87+2161.1j
2000-01-01 00:07:00 EST,-1140.87+2161.1j
2000-01-01 00:07:01 EST,-1140.87+2161.1j
2000-01-01 00:07:02 EST,-1140.87+2161.1j
2000-01-01 00:07:03 EST,-1140.87+2161.1j
2000-01-01 00:07:04 EST,-1140.87+2161.1j
2000-01-01 00:07:05 EST,-1140.87+2161.1j
2000-01-01 00:07:06 EST,-1140.87+2161.1j
2000-01-01 00:07:07 EST,-1140.87+2161.1j
2000-01-01 00:07:08 EST,-1140.87+2161.1j
2000-01-01 00:07:09 EST,-1140.87+2161.1j
2000-01-01 00:07:10 EST,-1140.87+2161.1j
2000-01-01 00:07:11 EST,-1140.87+2161.1j
2000-01-01 00:07:12 EST,-1140.87+2161.1j
2000-01-01 00:07:13 EST,-1140.87+2161.1j
2000-01-01 00:07:14 EST,-1140.87+2161.1j
2000-01-01 00:07:15 EST,-1140.87+2161.1j
2000-01-01 00:07:16 EST,-1140.87+2161.1j
2000-01-01 00:07:17 EST,-1140.87+2161.1j
2000-01-01 00:07:18 EST,-1140.87+2161.1j
2000-01-01 00:07:19 EST,-1140.87+2161.1j
2000-01-01 00:07:20 EST,-1140.87+2161.1j
2000-01-01 00:07:21 EST,-1140.87+2161.1j
2000-01-01 00:07:22 EST,-1140.87+2161.1j
2000-01-01 00:07:23 EST,-1140.87+2161.1j
2000-01-01 00:07:24 EST,-1140.87+2161.1j
2000-01-01 00:07:25 EST,-1140.87+2161.1j
2000-01-01 00:07:26 EST,-1140.87+2161.1j
2000-01-01 00:07:27 EST,-1140.87+2161.1j
2000-01-01 00:07:28 EST,-1140.87+2161.1j
2000-01-01 00:07:29 EST,-1140.87+2161.1j
2000-01-01 00:07:30 EST,-1140.87+2161.1j
2000-01-01 00:07:31 EST,-1140.87+2161.1j
2000-01-01 00:07:32 EST,-1140.87+2161.1j
2000-01-01 00:07:33 EST,-1140.87+2161.1j
2000-01-01 00:07:34 EST,-1140.87+2161.1j
2000-01-01 00:07:35 EST,-1140.87+2161.1j
2000-01-01 00:07:36 EST,-1140.87+2161.1j
2000-01-01 00:07:37 EST,-1140.87+2161.1j
2000-01-01 00:07:38 EST,-1140.87+2161.1j
2000-01-01 00:07:39 EST,-1140.87+2161.1j
2000-01-01 00:07:40 EST,-1140.87+2161.1j
2000-01-01 00:07:41 EST,-1140.87+2161.1j
2000-01-01 00:07:42 EST,-1140.87+2161.1j
2000-01-01 00:07:43 EST,-1140.87+2161.1j
2000-01-01 00:07:44 EST,-1140.87+2161.1j
2000-01-01 00:07:45 EST,-1140.87+2161.1j
2000-01-01 00:07:46 EST,-1140.87+2161.1j
2000-01-01 00:07:47 EST,-1140.87+2161.1j
2000-01-01 00:07:48 EST,-1140.87+2161.1j
2000-01-01 00:07:49 EST,-1140.87+2161.1j
2000-01-01 00:07:50 EST,-1140.87+2161.1j
2000-01-01 00:07:51 EST,-1140.87+2161.1j
2000-01-01 00:07:52 EST,-1140.87+2161.1j
2000-01-01 00:07:53 EST,-1140.87+2161.1j
2000-01-01 00:07:54 EST,-1140.87+2161.1j
2000-01-01 00:07:55 EST,-1140.87+2161.1j
2000-01-01 00:07:56 EST,-1140.87+2161.1j
2000-01-01 00:07:57 EST,-1140.87+2161.1j
2000-01-01 00:07:58 EST,-1140.87+2161.1j
2000-01-01 00:07:59 EST,-1140.87+2161.1j
2000-01-01 00:08:00 EST,-1140.87+2161.1j
2000-01-01 00:08:01 EST,-1140.87+2161.1j
2000-01-01 00:08:02 EST,-1140.87+2161.1j
2000-01-01 00:08:03 EST,-1140.87+2161.1j
2000-01-01 00:08:04 EST,-1140.87+2161.1j
2000-01-01 00:08:05 EST,-1140.87+2161.1j
2000-01-01 00:08:06 EST,-1140.87+2161.1j
2000-01-01 00:08:07 EST,-1140.87+2161.1j
2000-01-01 00:08:08 EST,-1140.87+2161.1j
2000-01-01 00:08:09 EST,-1140.87+2161.1j
